"date_utc","date_time_utc","ethtz_price"
2022-04-24,"2022-04-24 00:00:11",970.703681383515
2022-04-24,"2022-04-24 00:10:04",970.703681383515
2022-04-24,"2022-04-24 00:20:05",970.703681383515
2022-04-24,"2022-04-24 00:30:04",970.703681383515
2022-04-24,"2022-04-24 00:40:04",970.703681383515
2022-04-24,"2022-04-24 00:50:04",970.703681383515
2022-04-24,"2022-04-24 01:00:07",970.703681383515
2022-04-24,"2022-04-24 01:10:04",970.703681383515
2022-04-24,"2022-04-24 01:20:05",970.703681383515
2022-04-24,"2022-04-24 01:30:04",970.703681383515
2022-04-24,"2022-04-24 01:40:05",970.703681383515
2022-04-24,"2022-04-24 01:50:03",970.703681383515
2022-04-24,"2022-04-24 02:00:08",970.703681383515
2022-04-24,"2022-04-24 02:10:04",970.703681383515
2022-04-24,"2022-04-24 02:20:05",970.703681383515
2022-04-24,"2022-04-24 02:30:04",970.703681383515
2022-04-24,"2022-04-24 02:40:04",970.703681383515
2022-04-24,"2022-04-24 02:50:04",970.703681383515
2022-04-24,"2022-04-24 03:00:06",970.703681383515
2022-04-24,"2022-04-24 03:10:05",970.703681383515
2022-04-24,"2022-04-24 03:20:04",970.703681383515
2022-04-24,"2022-04-24 03:30:05",970.703681383515
2022-04-24,"2022-04-24 03:40:04",970.703681383515
2022-04-24,"2022-04-24 03:50:05",970.703681383515
2022-04-24,"2022-04-24 04:00:06",970.703681383515
2022-04-24,"2022-04-24 04:10:04",970.703681383515
2022-04-24,"2022-04-24 04:20:05",970.703681383515
2022-04-24,"2022-04-24 04:30:04",970.703681383515
2022-04-24,"2022-04-24 04:40:05",970.703681383515
2022-04-24,"2022-04-24 04:50:04",970.703681383515
2022-04-24,"2022-04-24 05:00:08",970.703681383515
2022-04-24,"2022-04-24 05:10:04",970.703681383515
2022-04-24,"2022-04-24 05:20:04",970.703681383515
2022-04-24,"2022-04-24 05:30:04",970.703681383515
2022-04-24,"2022-04-24 05:40:04",970.703681383515
2022-04-24,"2022-04-24 05:50:04",970.703681383515
2022-04-24,"2022-04-24 06:00:07",970.703681383515
2022-04-24,"2022-04-24 06:10:05",970.703681383515
2022-04-24,"2022-04-24 06:20:04",970.703681383515
2022-04-24,"2022-04-24 06:30:05",970.703681383515
2022-04-24,"2022-04-24 06:40:03",970.703681383515
2022-04-24,"2022-04-24 06:50:05",970.703681383515
2022-04-24,"2022-04-24 07:00:08",970.703681383515
2022-04-24,"2022-04-24 07:10:04",970.703681383515
2022-04-24,"2022-04-24 07:20:04",970.703681383515
2022-04-24,"2022-04-24 07:30:05",970.703681383515
2022-04-24,"2022-04-24 07:40:04",970.703681383515
2022-04-24,"2022-04-24 07:50:04",970.703681383515
2022-04-24,"2022-04-24 08:00:07",970.703681383515
2022-04-24,"2022-04-24 08:10:04",970.703681383515
2022-04-24,"2022-04-24 08:20:05",970.703681383515
2022-04-24,"2022-04-24 08:30:04",970.703681383515
2022-04-24,"2022-04-24 08:40:05",970.703681383515
2022-04-24,"2022-04-24 08:50:05",970.703681383515
2022-04-24,"2022-04-24 09:00:07",970.703681383515
2022-04-24,"2022-04-24 09:10:03",970.703681383515
2022-04-24,"2022-04-24 09:20:04",970.703681383515
2022-04-24,"2022-04-24 09:30:04",970.703681383515
2022-04-24,"2022-04-24 09:40:05",970.703681383515
2022-04-24,"2022-04-24 09:50:05",970.703681383515
2022-04-24,"2022-04-24 10:00:07",970.703681383515
2022-04-24,"2022-04-24 10:10:04",970.703681383515
2022-04-24,"2022-04-24 10:20:05",970.703681383515
2022-04-24,"2022-04-24 10:30:04",970.703681383515
2022-04-24,"2022-04-24 10:40:05",970.703681383515
2022-04-24,"2022-04-24 10:50:04",970.703681383515
2022-04-24,"2022-04-24 11:00:07",970.703681383515
2022-04-24,"2022-04-24 11:10:05",970.703681383515
2022-04-24,"2022-04-24 11:20:04",970.703681383515
2022-04-24,"2022-04-24 11:30:05",970.703681383515
2022-04-24,"2022-04-24 11:40:05",970.703681383515
2022-04-24,"2022-04-24 11:50:05",970.703681383515
2022-04-24,"2022-04-24 12:00:08",970.703681383515
2022-04-24,"2022-04-24 12:10:06",970.703681383515
2022-04-24,"2022-04-24 12:20:05",970.703681383515
2022-04-24,"2022-04-24 12:30:04",970.703681383515
2022-04-24,"2022-04-24 12:40:04",970.703681383515
2022-04-24,"2022-04-24 12:50:05",970.703681383515
2022-04-24,"2022-04-24 13:00:08",970.44418100593
2022-04-24,"2022-04-24 13:10:06",970.44418100593
2022-04-24,"2022-04-24 13:20:04",970.44418100593
2022-04-24,"2022-04-24 13:30:05",970.44418100593
2022-04-24,"2022-04-24 13:40:04",970.44418100593
2022-04-24,"2022-04-24 13:50:05",970.44418100593
2022-04-24,"2022-04-24 14:00:07",970.44418100593
2022-04-24,"2022-04-24 14:10:05",970.44418100593
2022-04-24,"2022-04-24 14:20:04",970.44418100593
2022-04-24,"2022-04-24 14:30:05",970.44418100593
2022-04-24,"2022-04-24 14:40:04",970.44418100593
2022-04-24,"2022-04-24 14:50:04",970.44418100593
2022-04-24,"2022-04-24 15:00:13",970.44418100593
2022-04-24,"2022-04-24 15:10:04",970.44418100593
2022-04-24,"2022-04-24 15:20:05",970.44418100593
2022-04-24,"2022-04-24 15:30:05",970.44418100593
2022-04-24,"2022-04-24 15:40:04",970.44418100593
2022-04-24,"2022-04-24 15:50:04",970.44418100593
2022-04-24,"2022-04-24 16:00:08",970.44418100593
2022-04-24,"2022-04-24 16:10:04",970.44418100593
2022-04-24,"2022-04-24 16:20:04",970.44418100593
2022-04-24,"2022-04-24 16:30:04",970.44418100593
2022-04-24,"2022-04-24 16:40:04",970.44418100593
2022-04-24,"2022-04-24 16:50:04",970.44418100593
2022-04-24,"2022-04-24 17:00:07",970.44418100593
2022-04-24,"2022-04-24 17:10:04",970.44418100593
2022-04-24,"2022-04-24 17:20:06",970.44418100593
2022-04-24,"2022-04-24 17:30:04",970.44418100593
2022-04-24,"2022-04-24 17:40:04",970.44418100593
2022-04-24,"2022-04-24 17:50:04",970.44418100593
2022-04-24,"2022-04-24 18:00:07",970.44418100593
2022-04-24,"2022-04-24 18:10:04",970.44418100593
2022-04-24,"2022-04-24 18:20:05",970.44418100593
2022-04-24,"2022-04-24 18:30:04",970.44418100593
2022-04-24,"2022-04-24 18:40:04",970.44418100593
2022-04-24,"2022-04-24 18:50:04",970.44418100593
2022-04-24,"2022-04-24 19:00:07",970.44418100593
2022-04-24,"2022-04-24 19:10:04",970.44418100593
2022-04-24,"2022-04-24 19:20:05",970.44418100593
2022-04-24,"2022-04-24 19:30:04",970.44418100593
2022-04-24,"2022-04-24 19:40:04",970.44418100593
2022-04-24,"2022-04-24 19:50:04",970.44418100593
2022-04-24,"2022-04-24 20:00:09",970.44418100593
2022-04-24,"2022-04-24 20:10:04",970.44418100593
2022-04-24,"2022-04-24 20:20:05",970.44418100593
2022-04-24,"2022-04-24 20:30:04",970.44418100593
2022-04-24,"2022-04-24 20:40:05",970.44418100593
2022-04-24,"2022-04-24 20:50:04",970.44418100593
2022-04-24,"2022-04-24 21:00:07",970.44418100593
2022-04-24,"2022-04-24 21:10:04",970.44418100593
2022-04-24,"2022-04-24 21:20:05",970.44418100593
2022-04-24,"2022-04-24 21:30:04",970.44418100593
2022-04-24,"2022-04-24 21:40:04",970.44418100593
2022-04-24,"2022-04-24 21:50:05",970.44418100593
2022-04-24,"2022-04-24 22:00:06",970.44418100593
2022-04-24,"2022-04-24 22:10:05",970.44418100593
2022-04-24,"2022-04-24 22:20:04",970.44418100593
2022-04-24,"2022-04-24 22:30:05",970.44418100593
2022-04-24,"2022-04-24 22:40:04",970.44418100593
2022-04-24,"2022-04-24 22:50:05",970.44418100593
2022-04-24,"2022-04-24 23:00:06",970.44418100593
2022-04-24,"2022-04-24 23:10:05",970.44418100593
2022-04-24,"2022-04-24 23:20:04",970.44418100593
2022-04-24,"2022-04-24 23:30:04",970.44418100593
2022-04-24,"2022-04-24 23:40:05",970.44418100593
2022-04-24,"2022-04-24 23:50:04",970.44418100593
2022-04-25,"2022-04-25 00:00:11",970.44418100593
2022-04-25,"2022-04-25 00:10:04",970.44418100593
2022-04-25,"2022-04-25 00:20:06",970.44418100593
2022-04-25,"2022-04-25 00:30:04",970.44418100593
2022-04-25,"2022-04-25 00:40:04",970.44418100593
2022-04-25,"2022-04-25 00:50:04",972.444490094012
2022-04-25,"2022-04-25 01:00:07",977.334235108971
2022-04-25,"2022-04-25 01:10:04",977.334235108971
